sentiment_category,gmap_id,user_name,text,spam_label,business_name,user_id,time,rating,vader_score,vader_category
positive,0x56c79c639832c53b:0x4123a41983279b53,Ash Ketchum,"great prices great service me and my buddy paul denino come here all the time our favorite place in Seward, Alaska to grab a beer and a bite!",0,The Highliner Restaurant,102964972987971039501,1541918331819.0,5.0,0.9098,positive
negative,0x56c6615da609b9fd:0xa21dfbf242fa4aa8,Debra Holloway,We recently visited this place on Saturday. It was the worst service we have ever received. We didn't wait long for a table for 4. We did however wait a while to even order a drink and appetizer then another while before they arrived. We ordered a simple salad and some sandwiches.  It took over 40 minutes to receive the order and then our company couldn't even eat it and had to take it in a to go container as the service took far to long. We sat and watched others that had been seated after us get their orders before we even got our appetizer. 1 star because there wasn't an option for 0.,0,St. Elias Brewing,108826829046891812610,1565021091566.0,1.0,-0.6249,negative
positive,0x56c899daa45e7173:0x6d4db6b6559351e0,Vicente Glez,unknown,0,O'Reilly Auto Parts,112379766848575728631,1536894888327.0,5.0,0.0,neutral
positive,0x56c8eb75763e06c5:0x513b63e443562949,Sleepless _,unknown,0,Splashes Autospa,110772021803680390748,1592649449461.0,5.0,0.0,neutral
positive,0x540c25042cc53e11:0x8f365e1d3ad2ad16,Tom Pavillard,unknown,0,Totem Bar,106778236201515817607,1582655216796.0,5.0,0.0,neutral
positive,0x56c896392d1183e9:0x364d73cf207e71d8,broose1029,Big selection. Excellent customer service!,0,"Castle Megastore - Anchorage, AK",108808835198125070808,1470357296948.0,5.0,0.6114,positive
positive,0x56c899d74580253b:0x17b9641c90fd4fd5,Rachel Hall,We compare every other sushi place to Sushi Ya. We finally decided - why go anywhere else?,0,Sushi Ya,104884788950984756224,1566098460807.0,5.0,0.0,neutral
positive,0x56c8979448eea4d3:0x749602a93dabc7a0,Janet Phillips,"I love this place. First off, the staff always makes you feel so warmly welcome. Next, the rooms are so comfy cozy. The furnishing is sturdy and solid. The pool, sauna, and work out room is perfect! I love the free dinner and breakfast. It's always delicious. They do not cut corners here!",0,Homewood Suites by Hilton Anchorage,113142315534812341652,1495758667233.0,5.0,0.9832,positive
positive,0x56c89638260d79cd:0x2cbba47311b00337,Kim Hubert,"Great place for purchase, installation and repair",0,"Northern Lights Avionics, Inc.",107612208189233122106,1535119876536.0,5.0,0.6249,positive
positive,0x56c897fddb55dedd:0x3c35f71af5e13a4f,Scott Morrison,"Great Price, Location & Service. My go to stay in Anchorage",0,The Lakefront Anchorage,110419390502475627249,1615515590680.0,5.0,0.6249,positive
positive,0x513244ccc6ae4033:0x4ed61724b12e078a,Orbitz reviewer,Coffee is hot and available all the time. Room is quiet. A/C in bedroom. Roomy.,0,Sophie Station Suites,unknown,1536278400000.0,-999.0,0.0,neutral
positive,0x56c89427df8203bf:0x6d581c14c5983b4,JL Tosland,"If you have had a fish tank when you were younger,well cool hu. Go to pet smart n just look at all the really cool sh stuff ( ships , ruins, skeletons, so cool )there is for the new one you will want after ya check it out. Wow , I enjoy the hell outta mine.",0,PetSmart,105243534153728434806,1578151460955.0,4.0,0.8126,positive
positive,0x56c79b8997aa1ab7:0xf2b3978306110f68,GUAIL,"(Translated by Google) I loved it.

(Original)
Me ha encantado.",0,Kenai Fjords Tours Private Parking,114143013513928995574,1579594699162.0,5.0,0.743,positive
positive,0x56c897b5360dc8ff:0xf9a59a341d4843c8,Izzy nut tree,"Super clean, friendly servers, and a great menu",0,Bear Paw Bar & Grill,116663973843912581417,1593317002501.0,5.0,0.9313,positive
negative,0x56c8bd7fd9066f37:0x796151f56a011592,Jared Miller,"Beds are stained and dingy, vending machines are empty, jetted tub doesn't work.. Definitely need new housekeepers as they don't do much in the way of cleaning.",0,Inlet Tower Hotel & Suites,103273257451900775607,1577907288034.0,2.0,-0.4692,negative
positive,0x56c6633de17115f1:0x3463602c64eafd7b,Tanya Wychopen,"Love this place, we could easily stay the summer. Oscar was the best ever !!! Love seeing the ranch, walking to the river, picking raspberries, doing laundry, making a fire, watching the caribou.  Great time !!!",0,Diamond M Ranch Resort,107501318268760482569,1506028340225.0,5.0,0.9631,positive
positive,0x51325b720652fe6d:0xb549c85f1b4a257b,Yanni c,unknown,0,The Pump House Restaurant Fairbanks,115310264985333584235,1534657627891.0,5.0,0.0,neutral
positive,0x56c899d8e705dbcf:0xadaf25836851f355,Mike Forsythe,Best Burgers in town hands down. Best real Alaskan Bar in the State.,0,Long Branch Saloon,102257094998346878365,1494642562158.0,5.0,0.8555,positive
positive,0x56c8e08581e73d0b:0xbad43da08901fe1b,Preston Hoff,Great experience !  Very friendly staff !   My car was very clean and looked brand new when I picked it up .   I definitely recommend and would use again!,0,Fix Auto Valley,103645321067631522862,1513467772869.0,5.0,0.949,positive
positive,0x56c8962b6c3e0975:0xd112623c0990daf1,Marc Quesenberry,"Alaska Outdoor Gear Rental totally saved the day for my unexpected adventures in AK.  Due to changes in my work schedule I ended up with ten days off to explore AK.  Being unfamiliar with winter adventures in AK, I consulted AOGR for what kind of gear I would be needing.  They hooked it up at a fair price.

If you find yourself needing to rent some gear in AK, definitely look this store up!",0,Alaska Outdoor Gear Rental,109420663415187666520,1550700133323.0,5.0,0.9039,positive
neutral,0x56c797c6728ec80b:0xc88fcdce73746e04,Tommye Girl,unknown,0,Rest Area,112792763106491989347,1540151946161.0,3.0,0.0,neutral
positive,0x56c897ce4bf1bb8b:0x2e4f67e562e58f0d,Shane Mecham,Delicous food for a decent price.  Food quality was on point.  I tried the chicken fried steak and eggs.  Was really good.,0,Kriner's Diner,113920727864982256434,1499129987317.0,4.0,0.4927,positive
positive,0x56c897c82598d177:0x455b91ccc97988fb,David Arieno,getting better,0,Midtown Mall,102316754694839376780,1539748085076.0,4.0,0.4404,positive
positive,0x513245417c541417:0x8b502c2a77c06ede,Lorelei Minear,Amazing conversation! Kind and remembered us as returning customers.,0,Pro Nails,108686507961899231662,1559278720059.0,5.0,0.8172,positive
positive,0x56c8a2b56b971a11:0x96b75a34a7bd6faf,Robert Angasan,Good not too crowded...,0,Ted Stevens Anchorage International Airport,116124559162102597957,1602980303598.0,4.0,0.4404,positive
positive,0x56c897dedc60bdef:0x854913816bbef118,dennis elstad,unknown,0,Carrs,109002291156018727981,1497239575965.0,5.0,0.0,neutral
neutral,0x56c12d8b29ac4fbb:0x9cd4948175d1749,Dwight Simpson,unknown,0,Safeway,112438279039942991241,1481932578552.0,3.0,0.0,neutral
positive,0x56c899d1745596c1:0xaf3fae363478d70e,Jacob Hanchett,unknown,0,Olive Garden Italian Restaurant,110811390806541420676,1562817019086.0,4.0,0.0,neutral
positive,0x56c8bd83e94e1065:0x48c7d585fc4ee59d,Ramona Batchelder,unknown,0,Coastal Trail - Elderberry Park,102923828327603956394,1568151275725.0,5.0,0.0,neutral
positive,0x56c8969fca3d0091:0xf6c979a4051c8c6b,Elizabeth H.,"Love this bar,  great staff,  friendly people and absolutely awesome atmosphere.  A heated smoking room outside.  :)",0,Cabin Tavern,110414314206331787956,1544523410108.0,5.0,0.9633,positive
positive,0x56c897db081cfb1f:0x60b4066cb41da7e,James Mcedwards II,"As a recent transplant to the Great State from Southern California, I was most pleased to discover this particular two-wheeled bastion of heaven! The crew at the Bicycle Shop on Northern Lights are a friendly, caring, dedicated group of bicycle enthusiasts for whom going the extra mile is second nature. Great prices, fast turnaround on repairs or maintenance, and always with a smile on their faces and in their hearts.
Stop looking;  you've found your bike shop, Anchorage.",0,Bicycle Shop,112801375248495109267,1592147394541.0,5.0,0.98,positive
positive,0x51324d5ae9b8ec05:0x534489ce6c90d60f,Sarah Jeppsen,unknown,0,Country Cafe,104447112981062168586,1499007616179.0,5.0,0.0,neutral
positive,0x56c899ddd94eb601:0x38569ed03628d785,B D,"Great Thai, love thir curry's, pad thai, penang, etc.  For their dinner portions, they dish out plenty of food, so you won't go away hungry.",0,Lahn Pad Thai,101347018670533317728,1567280247521.0,5.0,0.8519,positive
positive,0x56c8942639bddcf1:0x3d4151966bed9375,Mackenzie Odom,unknown,0,Tikahtnu Commons,100168970492188848437,1507680261185.0,5.0,0.0,neutral
positive,0x5132456f402e2141:0x34d2d050b4cc69ed,Timothy Hall,"Just go find Richard Tuck. You're welcome.

Best salesman, works his butt off to get you in the car you need without the BS.",0,Seekins Ford Lincoln,110656593398151307333,1549435461318.0,5.0,0.802,positive
positive,0x56c899d13ef24d4d:0xb7380ea882017fdf,Jason Mata,unknown,0,AutoZone Auto Parts,103665792488024691181,1613536345162.0,4.0,0.0,neutral
neutral,0x56aa961b45040d6b:0xf192c63fdd7fdec0,YT12ish,Great food. Quality and quantity was great. VERY expensive,0,Thirty-Three Mile Roadhouse,104643300648999188580,1562428561390.0,3.0,0.8481,positive
positive,0x56c897777e921773:0xc418f72f3a278b5e,Sila Chadwick,unknown,0,First Choice Auto Auction And Sales,117041583441401025616,1579366003887.0,5.0,0.0,neutral
positive,0x56c897c537dd56e1:0xc47df56eef7b4891,George Shoogukuwrk,Real good dinner,0,Bombay Deluxe Indian Restaurant,107002774569626584874,1543628659550.0,4.0,0.4404,positive
positive,0x56c8a2b56b971a11:0x96b75a34a7bd6faf,Jim Avery,Perfect sized international airport.,0,Ted Stevens Anchorage International Airport,115157853514531420103,1472508415953.0,5.0,0.5719,positive
neutral,0x56c89687dd0842e3:0x7e2bf7775473b847,Kevin-n-Cynthia Johnson,unknown,0,Hong Kong Restaurant,107075985573488245452,1484335950158.0,3.0,0.0,neutral
negative,0x57abb733ccef6991:0xbe16e48cb26abc5,Michael Miller,unknown,0,Grand Aleutian Hotel,104188871329584156853,1568008078895.0,2.0,0.0,neutral
neutral,0x56c8974dd00cf211:0x4ec43943b42f6df,Margaret L Wiltfong Tovrea,$$$$ - Starbucks is an amazingly expensive indulgence!,0,Barnes & Noble Cafe,101825071686173226077,1612047718566.0,3.0,0.0,neutral
positive,0x56c897a6e2c42a19:0x93d3a685927702a4,J Lmm,I go here to get coffee. White chocolate mocha is great.,0,Golden Donuts,107578658241141999987,1497465498674.0,5.0,0.6249,positive
positive,0x56c8964289975d13:0xfc5b63dab30b7a90,Stephanie Diaz,I love this Planet Fitness and their employees are really friendly,0,"Planet Fitness - Anchorage (Northway), AK",105601610431973499569,1344302326253.0,5.0,0.8687,positive
positive,0x56c8979b99ba274b:0xf313bf87522863d4,Senshi,unknown,0,Safelite AutoGlass,101520501121365446681,1555868299262.0,5.0,0.0,neutral
positive,0x51324548f376a9dd:0x701e5aabd504b5ac,savageLlama982,unknown,0,Ebony & Ivory Gifts & Art,104276815060686275588,1588553746552.0,5.0,0.0,neutral
positive,0x56c8969f6debde89:0xa375cb8de092bf90,Michael Kage,"Basic pizza and beer, but it's good.  The service is great.",0,Muldoon Pizza,116598196663643050343,1471404529801.0,5.0,0.8885,positive
positive,0x56c8eb88759e040b:0xd5dd95f235b8847e,Stephen Cutshall,unknown,0,Mt. Baldy Trailhead,111087019637293101170,1534414515902.0,4.0,0.0,neutral
negative,0x56c899bfd72bc6c7:0x3ca4689b8f6ae3a3,Jerry Gleason,unknown,0,IHOP,115932280736301586674,1509065330246.0,1.0,0.0,neutral
positive,0x56c897dbce1be4e9:0x84b85ce872217614,Shado2us,They are awesome with food and service!!!,0,Jackie's Place Restaurant,114997239936158987310,1600151950618.0,5.0,0.7163,positive
positive,0x54011e2056df2c8f:0x4de9590954e88325,Tylyn D. (Hazeyhippie),unknown,0,Nugget Mall,109450509225089613667,1468914174261.0,4.0,0.0,neutral
neutral,0x56c89a04f821661f:0xa18c6267f53e05ea,Nyah Taylor,"Visited this zoo, nice looking place, majority of the animals were sleeping, not sure if they tranquilize them or not. Other than that it was fun learning about the animals!!!",0,Alaska Zoo,107109455910098157112,1601247151803.0,3.0,0.7441,positive
positive,0x56b6469260e96227:0x42c3dc53eb2a0a18,Paulness,"The kids that work here are friendly and helpful.  We stayed for a week next door at the Eagle's Rest, and we would here to get ice cream.  They change the flavor at least every other day, and the pineapple swirl and salted caramel swirl cones are awesome.  It's a gas station that has most of the things people look for in a grab and go; snacks, drinks, hot food items like hot dogs and nachos, ice, and of course, all the Alaska and Valdez souvenirs you can think of.  Theres every a car wash for smaller cars and and an outdoor areas with a pressure washer.  Those onmbviously cost money, but I'm not sure how much.  Of course it's a bit pricey with the items, but if you need something in a pinch,  it's right there.",0,Captain Joe's Gas,114232656552432314747,1595717456361.0,4.0,0.5035,positive
positive,0x56ccd8af25a5d46b:0x8ea9a956e6139e73,Lynda Goldberg,No lights!,0,Denali Princess Wilderness Lodge,117959784799571486384,1579299825110.0,5.0,-0.3595,negative
positive,0x56c8968d3c945571:0x2e20c2b429a7f830,Terry J Thompson,unknown,0,Eastgate Shopping Center,104047958102680939380,1509396440247.0,4.0,0.0,neutral
negative,0x56c8962f1560f171:0x450b3e020f240cc7,steveg,"Booked 2 x 1 night stays as part of my families trip to Alaska on club floor. 1st stay. Sent to room with maid still cleaning, coffee/tea tray not refreshed, minibar empty. no extra amenities in club room. 2nd stay, same room facilities however i'd left luggage at hotel while travelling around for 3 days. checked back into hotel and asked for luggage to be delivered to the room, waited, chased with call to reception. After making coffee and shower, still no luggage, went to reception to collect, no chance of an apology... just told busy with coach arrivals. amazing. Club room continental breakfast. cereal, bread, cake, fruit, few other items. No Eggs, cold meat, oats or anything heathy to eat, except friut of course. saw one member of staff drop in for few minutes who couldn't help a customer use coffee machine, said it was new and nobody had showed her.",0,Sheraton Anchorage Hotel & Spa,unknown,1342915200000.0,-999.0,-0.5812,negative
positive,0x56c897c004c835bb:0x8294a62ad039cf93,Ariel Rogers,unknown,0,Sea Galley Restaurant,105603237795996396065,1347143892743.0,4.0,0.0,neutral
positive,0x56cdf3ff88d01605:0xc6b53b15131936a5,Mike,Amazing place. Got to see the mountain too. Only 30% of visitors get to see it due to the weather.,0,Denali National Park and Preserve,108631590223094117392,1570023114073.0,5.0,0.5859,positive
positive,0x56c12d8a11bd0a0f:0x49b929b96aa25a88,Donald Bluy,unknown,0,Alibi Bar & Cafe,113319212644401454548,1482299111539.0,4.0,0.0,neutral
positive,0x56c8bd81340d45a1:0x2969ffc6bde5a4f,Shawn Frost,"We were participating in the trick or treat street event with our daughter and captain cook was hosting one of the stops. They had a cupcake decorating, pumpkin carving, and a few trick or treat stops. Was very fun and glad they participated in the event for the kids.",0,Hotel Captain Cook,110682462676916190923,1540883068270.0,5.0,0.8643,positive
positive,0x56c89869bfea62e3:0x888758ca17147ba2,Varidysi'is Amethyst,unknown,0,Taco Bell,106215697069363158241,1590054267481.0,4.0,0.0,neutral
neutral,0x56c89687fb0a61a3:0x866953fadc130262,yvette conides,unknown,0,That Wing Place,112977042147184037427,1558468450589.0,3.0,0.0,neutral
positive,0x56c8962549f27a1f:0x9270c1feb5df7fa7,austin garcia,Albert was a big help. He made buying my first car a good experience!,0,Payless Car Sales,100869619353671490450,1509229528649.0,5.0,0.7088,positive
positive,0x56ccf048ba932f63:0x44686823b457a9aa,RC BoiZ,This place was amazing. Food was delicious and they even pointed us in the right direction to get food for our kiddos,0,JP's Coffee House,103409794183010452512,1537673587303.0,5.0,0.8176,positive
positive,0x56c897df3d1b6ce1:0x936f0ca39ad629cb,Sumar Lindfors,unknown,0,Dempsey-Anderson Ice Arena,101499354077326924847,1560875830405.0,4.0,0.0,neutral
positive,0x5400e0466d38efb9:0x140dc30177d6c675,Susan Jennings,Had halibuts tacos - yum!,0,El Zarape,111661487646635059628,1619314701406.0,4.0,0.0,neutral
positive,0x58483ec0ee503b47:0x3e241e18f518c2fd,pajang barang,unknown,0,Attu Island,102824140636434246215,1490615852902.0,5.0,0.0,neutral
positive,0x513245438b6a10d1:0x57f5b64b815358d1,J.Kraig Smyth,"Helpful staff, large selection.",0,JOANN Fabrics and Crafts,117916338806204522881,1539924129404.0,5.0,0.4215,positive
positive,0x56c8e0a348e98bb5:0xc4835d070f820318,Melissa Knight,Nice theater,0,The Valley Cinema,115319286572118169653,1580362354676.0,5.0,0.4215,positive
positive,0x56c79c630608aa09:0x12143ced272edc64,Michelle Miller,Beautiful. Amazing. Awe Inspiring.,0,Kenai Fjords National Park,107903269661078485341,1507037940856.0,5.0,0.8885,positive
negative,0x56c899d058920487:0x9ba161c17ebc169d,Shelly Elena,Eh. I wouldn't say great. I'm a regular customer and they follow an watch me like I'm doing something wrong.  I personally think there being prejudice and racist.,0,BOSCO'S 2,101857477898188995241,1542866652361.0,1.0,-0.9041,negative
positive,0x56c921bde34bced1:0x9d1cb63d7b4841bc,Nicci Rebelrose907,unknown,0,Government peak trailhead,108566349864662943306,1551991852673.0,5.0,0.0,neutral
positive,0x514a89d0223d0909:0x6af721bdd71163d7,Laura Castleman,"Awesome place to visit. Doll houses, a giant mosquito, an outhouse display, a furnace graveyard - tons to see. Had alot of fun there!",0,Muklukland,113130237987231276429,1534960069032.0,5.0,0.7574,positive
positive,0x5132454899c7e2fd:0x8a858b15da260676,Luisetxe Luisetxe,Cool place with decent selection of beer on tap. Friendly crew and great atmosphere,0,Lavelle's Taphouse,113411028451274589052,1542581171300.0,4.0,0.8625,positive
positive,0x56eac46570b09b47:0x314ca5119a3a3f17,JOSE JESUS PEREZ,Best experience in McDonald's Kodiak for breakfast lunch. Dinner,0,McDonald's,112812216365097239038,1581637691234.0,5.0,0.6369,positive
negative,0x56c8de190b8fc519:0x48dcbfe7b6f75e7c,Jason Williams,Came here for the first time tonight.  TERRIBLE SERVICE!!!  They told me it would take 45 minutes for a small order to go after I had already ordered.  Not very busy either.  Not a good way to start out!!  If you want good food and great service go to Basil Ginger.  This place is a joke.,0,Zushi,111140809769657301744,1533956807231.0,1.0,-0.4961,negative
positive,0x56c89a04f821661f:0xa18c6267f53e05ea,Kerry Hall,Its ways fun for the family to go to the zoo. My mom took me and my sister almost every week when we were kids.,0,Alaska Zoo,105734115651076750010,1566081714083.0,5.0,0.5106,positive
positive,0x512171dd0621b329:0x5d845d021e7ae8e0,Jed Dee,"Love the show love the lifestyle love the place and love sue, keep it real sue and stay safe. Love from the guys in Scotland UK x",0,Kavik River Camp,104246235754502810436,1481849052305.0,5.0,0.9774,positive
positive,0x56c897ad6cd51c9f:0x437b84cbe452f543,Ilse Yado de Choate,Great food and very clean,0,Burger Cache,109464014409475782545,1549944563980.0,5.0,0.796,positive
positive,0x56c79c77cec18959:0xd1f63fa5c775763d,Elizabeth Meliah,Great Hospitality and staff.,0,Breeze Inn,113704721260136505890,1604210593849.0,5.0,0.6249,positive
positive,0x5400e03eb889e91b:0x2b49e4d0e1926eca,Rick Lopez (cheech -Pops),Continue did diligently working on making me keys make sure she ate the extra effort thank you Western Auto,0,Western Auto Marine,102699050184742377964,1563216703348.0,5.0,0.5859,positive
positive,0x56c89629ce9d98a1:0xba2c11504739314c,Nichole Toledo,Love the staff and dj....,0,Avenue Bar,100507006538238281278,1531526251164.0,5.0,0.6369,positive
positive,0x56c8e0770cb3127f:0xd6511eb4b44d4930,Joseph R,Thank you for your business,0,Little Miller's Ice Cream,109621545796063547997,1592845498943.0,5.0,0.3612,positive
positive,0x540c2504ae00ff51:0x789019b37f2f72c3,Alex Pennino,Joe always hooks up the Kayhi Track team with the best looking gear on the island.  Way cheaper and flexible then dealing with online sources.,0,Joe's Screenprinting,113168903909715669913,1525128587057.0,5.0,0.7269,positive
positive,0x5132500b8b8a0763:0x24341e31cb9b9095,Jason Larson,unknown,0,Northland Wood Products,100687331860045449099,1555397216250.0,5.0,0.0,neutral
positive,0x56c8e9386f1e1d51:0x715efb28e4a02d6,Robert Walker,Everything,1,Thunderbird Falls,100433458193860658901,1593968194863.0,5.0,0.0,neutral
positive,0x5400df867a7862f1:0xf6b544a6c7c0d379,AlexP Su,Great original tasting ice creams!!!,0,Coppa,103331270735393175501,1568934863189.0,5.0,0.8061,positive
positive,0x56c132750d9248ab:0x7f099ef9f1166f2e,Jim Griffith,"Great place for breakfast, friendly service and excellent food!",0,Duncan House Diner,106716958089455919099,1543887198096.0,4.0,0.906,positive
positive,0x56c8e1cb7a504b81:0x24d3eaad3d54b6c4,Racheal Bates,unknown,0,Three Bears Alaska,109599808054758752248,1554611163226.0,5.0,0.0,neutral
neutral,0x56c89702e5c53a89:0x1ecf5963fbc62b69,Phillip and Jasmine Boyle,The pool here is always a disappointment. The water makes my lungs react so I can't breath and makes my kids cough. I can't swim here. The room wasn't cleaned well and some of the fixtures had been removed improperly leaving a run down appearance. The dining area and patio are beautiful though.,0,SpringHill Suites by Marriott Anchorage University Lake,100424925451241914563,1529941403368.0,3.0,-0.0552,negative
positive,0x51324544837eafe1:0x8d1b74d6180e2394,William Gallion,"Awesome food and service the waiters her are friendly and the price is really affordable for a place that makes great food, keep up the good work",0,A K buffet,110278378308814123724,1484524312201.0,5.0,0.936,positive
positive,0x51325ab66f9ceaaf:0xc9e6aa927fb77297,Angela Showalter,"Mrs. Debra Booysen NP-C is amazingly sweet and has been so instrumental in helping me live my best, healthiest life! Over the years seeing her we’ve sorted many things out and I am forever grateful to her. ALL the staff has been more than wonderful but Vianey (at the reception desk) went above and beyond to make things at this clinic pleasant and comfortable.

Thank you Interior Women’s Health!",0,Interior Women's Health,107156999792382982535,1596817423382.0,5.0,0.9709,positive
neutral,0x56c8965ee2fb87a1:0x559736347bd48842,Chris Jones,After finding a down comforter for my king size bed in an ad for 119.00 i went to Cosco to pick it up. After a hard time trying to find it and or an employee to help me I got shuffled to 3 different people before finnally getting it in my hands. But it is very comfy and worth the money. Great deal.,0,Costco Wholesale,112599320766947071055,1572843444569.0,3.0,0.9,positive
positive,0x56c8e35170d27cb7:0x7aff03f087a21307,Robert Műller,"Piece of history, nice place",0,Alpine Historical Park,113633386037650143344,1563684949483.0,5.0,0.4215,positive
positive,0x56c8de6b7fdaa721:0xd99401a210dad6e5,Angela Randall,Simply Devine Darling. My God I was in HEAVEN. Who new a doughnut shop vs store doughnuts could be soooooooo different. Simply AMAZING guys. They offer punch cards AND they give Military Discounts. 👍👍👍👍👍👍❤❤❤❤,0,Donut King,104306867162173379162,1581883376172.0,5.0,0.9378,positive
positive,0x56c897072c6b9f7b:0xffb23548da094b6b,Bob Flint,"I got there early and they got me in early. Doctor, Nurse and PA friendly and professional.  Left feeling good.",0,Alaska Center for Dermatology,116876795195756795272,1602006886815.0,5.0,0.765,positive
positive,0x56c91def086ed1c9:0x496a36a1fb11f8ac,j gerton,Great place to go!,0,"Matanuska Brewery and Tap Room, Palmer",103749664067672565427,1537591765814.0,5.0,0.6588,positive
negative,0x56c8de0d63860a93:0x7b70aad14292d57f,Tim Escher,"Scammed. Clerk (JWD were his initials) up-sold me on an ATV battery because he claimed he didn't have any of the regular versions ready, and the ""premium"" had a longer warranty and a $10 rebate to boot. My gut was suspicious of the guy given his hard sell. Got home to fill out the rebate, and it was only valid for the month before.

Got to pay more attention to my gut.",0,Batteries Plus Bulbs,109316437113432107638,1371929972771.0,2.0,-0.2023,negative
positive,0x513246f13804ba29:0xea6374dc96612a2b,Kaylynn Balcom,Didn't know who was my waitress but overall very yummy food. So happy the salad bar is back.,0,Turtle Club,111899984046136724633,1610325317884.0,5.0,0.9105,positive
negative,0x56c896295313a201:0xbbe3d39303a0ad53,Tiffani Rust,"I was very disappointed in our stay. It took about 45 minutes to get in checked-in as the night staff person had no clue what she was doing and it was clear she didn't have much training. She had to call her boss 3 times to get help checking us in. I had paid online before hand, but was charged a second time. I was told I was was swiping my card for accidentals, but instead was charged the full amount again. After a long day of traveling, the whole experience was very frustrating.
We stayed another night, booking it before our first experience, at the end of our trip and although check-in was smoother, a housekeeping staff member walked right into our room just after I had gotten out the shower. No knocking to check if there was anyone there.
The room itself was okay, but the walls are paper thin and you can here everything. Overall, this place lacks management and training and I'd advise spending the money to stay some where else.",0,Extended Stay America - Anchorage - Downtown,116550294103455416011,1568671774564.0,1.0,-0.8012,negative
positive,0x5133a05aced7670f:0x2b6ac4576f7df4d1,Cristhian Mora,"Great and tasty food and the best service I had so far, their lemonade juice is right on point",0,Salchaket Road House,111562017395862290741,1529260215533.0,5.0,0.8519,positive
